1,0,24.1,26.0
Ångström bar experiment:
Date: 28-9-2024
Start time: 13:37:50
Time   ,Heater status  ,Temp P   ,Temp Q   
3316,1,28.0,29.6
3321,1,27.9,29.6
3326,1,27.9,29.5
3331,1,27.9,29.3
3336,1,27.8,29.4
3341,1,27.8,29.5
3346,1,27.9,29.5
3351,1,27.8,29.5
3356,1,27.8,29.5
3361,1,27.7,29.4
3366,1,27.8,29.5
3371,1,27.6,29.5
3376,1,27.7,29.5
3381,1,27.7,29.6
3386,1,27.7,29.6
3391,1,27.7,29.8
3396,1,27.7,29.7
3401,1,27.6,29.8
3406,1,27.5,29.9
3411,1,27.6,30.0
3416,1,27.6,30.0
3421,1,27.6,30.1
3426,0,27.6,30.1
3431,0,27.7,30.2
3436,0,27.7,30.3
3441,0,27.8,30.3
3446,0,27.7,30.5
3451,0,27.7,30.6
3456,0,27.8,30.5
3461,0,27.9,30.6
3466,0,27.8,30.7
3471,0,27.9,30.8
3476,0,28.0,30.8
3481,0,28.0,30.8
3486,0,28.0,30.9
3491,0,28.0,31.0
3496,0,28.0,30.9
3501,0,28.0,31.0
3506,0,28.0,31.0
3511,0,28.1,31.1
3516,0,28.0,31.0
3521,0,28.0,30.9
3526,0,28.1,31.0
3531,0,28.1,30.9
3536,0,28.1,30.8
3541,0,28.2,30.7
3546,0,28.1,30.8
3551,0,28.2,30.8
3556,0,28.1,30.6
3561,0,28.3,30.6
3566,1,28.2,30.5
3571,1,28.1,30.4
3576,1,28.1,30.2
3581,1,28.2,30.1
3586,1,28.1,30.1
3591,1,28.2,30.0
3596,1,28.1,30.1
3601,1,28.1,29.9
3606,1,28.0,29.9
3611,1,28.0,29.6
3616,1,28.0,29.8
3621,1,28.0,29.6
3626,1,28.0,29.7
3631,1,28.0,29.5
3636,1,27.9,29.6
3641,1,27.8,29.6
3646,1,27.8,29.5
3651,1,27.9,29.5
3656,1,27.9,29.5
3661,1,27.8,29.5
3666,1,27.8,29.6
3671,1,27.8,29.6
3676,1,27.8,29.7
3681,1,27.6,29.6
3686,1,27.7,29.9
3691,1,27.6,29.7
3696,1,27.8,29.8
3701,1,27.7,29.8
3706,1,27.6,30.0
3711,1,27.7,30.1
3716,1,27.7,30.1
3721,1,27.8,30.1
3726,0,27.8,30.3
3731,0,27.7,30.3
3736,0,27.8,30.5
3741,0,27.8,30.5
3746,0,27.8,30.6
3751,0,27.8,30.6
3756,0,27.8,30.6
3761,0,27.8,30.9
3766,0,27.9,30.8
3771,0,28.0,30.8
3776,0,27.9,31.0
3781,0,27.9,31.0
3786,0,28.0,31.0
3791,0,28.0,31.0
3796,0,28.1,31.0
3801,0,28.1,31.0
3806,0,28.1,31.0
3811,0,28.0,31.1
3816,0,28.1,31.3
3821,0,28.1,30.9
3826,0,28.1,31.0
3831,0,28.3,30.8
3836,0,28.3,30.8
3841,0,28.1,30.8
3846,0,28.2,30.7
3851,0,28.3,30.7
3856,0,28.1,30.6
3861,0,28.3,30.5
3866,1,28.3,30.5
3871,1,28.2,30.4
3876,1,28.1,30.3
3881,1,28.2,30.1
3886,1,28.1,30.2
3891,1,28.1,30.0
3896,1,28.1,29.9
3901,1,28.2,29.8
3906,1,28.1,29.8
3911,1,28.1,29.7
3916,1,28.1,29.8
3921,1,27.9,29.7
3926,1,28.0,29.6
3931,1,28.0,29.5
3936,1,28.0,29.5
3941,1,27.9,29.5
3946,1,28.0,29.5
3951,1,27.8,29.6
3956,1,27.9,29.6
3961,1,27.8,29.6
3966,1,27.8,29.6
3971,1,27.8,29.6
3976,1,27.8,29.8
3981,1,27.7,29.8
3986,1,27.8,29.8
3991,1,27.8,29.8
3996,1,27.8,30.0
4001,1,27.6,30.1
4006,1,27.7,30.1
4011,1,27.8,30.1
4016,1,27.8,30.3
4021,0,27.9,30.4
4026,0,27.8,30.3
4031,0,27.9,30.5
4036,0,27.9,30.5
4041,0,27.9,30.6
4046,0,27.8,30.6
4051,0,28.0,30.7
4056,0,28.0,30.8
4061,0,28.0,30.8
4066,0,28.0,30.8
4071,0,28.0,31.1
4076,0,28.0,31.0
4081,0,28.0,31.1
4086,0,28.1,31.1
4091,0,28.0,31.1
4096,0,28.2,31.1
4101,0,28.1,31.1
4106,0,28.1,31.1
4111,0,28.2,31.1
4116,0,28.1,31.1
4121,0,28.2,31.1
4126,0,28.3,31.0
4131,0,28.2,31.0
4136,0,28.3,30.8
4141,0,28.2,31.0
4146,0,28.3,30.7
4151,0,28.3,30.7
4156,0,28.3,30.8
4161,1,28.3,30.5
4166,1,28.3,30.5
4171,1,28.3,30.5
4176,1,28.3,30.3
4181,1,28.2,30.1
4186,1,28.2,30.3
4191,1,28.2,30.1
4196,1,28.3,30.0
4201,1,28.3,29.8
4206,1,28.1,29.9
4211,1,28.2,29.8
4216,1,28.0,29.8
4221,1,28.1,29.6
4226,1,28.0,29.6
4231,1,28.0,29.8
4236,1,28.0,29.6
4241,1,28.0,29.8
4246,1,28.0,29.6
4251,1,28.0,29.8
4256,1,27.8,29.6
4261,1,27.8,29.6
4266,1,27.9,29.8
4271,1,27.8,29.6
4276,1,27.9,29.8
